loc_id,Bl3_id,Bl3_id_uniq
LOC118419558,CEPT1,Cept1
LOC118413871,CEPT1,Cept1-Loc118413871
LOC118413872,CEPT1,Cept1-Loc118413872
LOC118432413,DAND5,Cerberus
LOC118415986,CERK,Cerk
LOC118411284,CERS1,Cers1
LOC118424561,CERS6,Cers6
LOC118417593,CES1,Ces1
LOC118406489,CES1,Ces1-Loc118406489
LOC118416461,CES1,Ces1-Loc118416461
LOC118417188,CES1,Ces1-Loc118417188
LOC118424901,CES1,Ces1-Loc118424901
LOC118412893,CES1_ZNF777,Ces1-Znf777
LOC118419176,CES2,Ces2
LOC118418134,CES2,Ces2-Loc118418134
LOC118420304,CES2,Ces2-Loc118420304
LOC118429093,CES2,Ces2-Loc118429093
LOC118431706,CES2,Ces2-Loc118431706
LOC118418956,CES2_NLGN3,Ces2-Nlgn3
LOC118404626,CES2_NLGN4X,Ces2-Nlgn4x
LOC118430863,CES4A_BCHE,Ces4a-Bche
LOC118404976,CES4A_NLGN2,Ces4a-Nlgn2
LOC118430450,CETN1,Cetn1
LOC118419130,CETN2,Cetn2
LOC118411512,CETN3,Cetn3
LOC118415742,CFAP100,Cfap100
LOC118409315,CFAP126,Cfap126
LOC118420076,CFAP157,Cfap157
LOC118420761,CFAP157,Cfap157-Loc118420761
LOC118405661,CFAP161,Cfap161
LOC118417779,CFAP20,Cfap20
LOC118414094,CFAP206,Cfap206
LOC118424019,CFAP221,Cfap221
LOC118418746,CFAP36,Cfap36
LOC118413532,CFAP43,Cfap43
LOC118413634,CFAP44,Cfap44
LOC118414742,CFAP45_CFAP20,Cfap45-Cfap20
LOC118413615,CFAP46,Cfap46
LOC118429198,CFAP52,Cfap52
LOC118409764,CFAP53,Cfap53
LOC118411920,CFAP54,Cfap54
LOC118431795,CFAP57,Cfap57
LOC118413399,CFAP58,Cfap58
LOC118405406,CFAP65,Cfap65
LOC118404313,CFAP69,Cfap69
LOC118428254,CFAP70,Cfap70
LOC118420924,CFAP77,Cfap77
LOC118419935,CFAP97,Cfap97
LOC118421805,CFB,Cfb
LOC118431905,CFC1,Cfc1
LOC118418593,CFDP1,Cfdp1
LOC118430207,CFL1,Cfl1
LOC118414465,CFL1,Cfl1-Loc118414465
LOC118425622,CFLAR,Cflar
LOC118423101,CGRRF1,Cgrrf1
LOC118411195,CH17-296N19.1_MFGE8,Ch17-296n19.1-Mfge8
LOC118403424,CH25H,Ch25h
LOC118404076,CH25H,Ch25h-Loc118404076
LOC118418915,CHAC1,Chac1
LOC118422159,CHADL,Chadl
LOC118424018,CHADL,Chadl-Loc118424018
LOC118409199,CHAF1A,Chaf1a
LOC118422614,CHAF1B,Chaf1b
LOC118412577,CHAT,Chat
LOC118411192,CHCHD1,Chchd1
LOC118425811,CHCHD2,Chchd2
LOC118416777,CHCHD3,Chchd3
LOC118415578,CHCHD4,Chchd4
LOC118431536,CHD1,Chd1
LOC118423285,CHD1L,Chd1l
LOC118430855,CHD3,Chd3
LOC118418283,CHD8_CHD9_CHD7,Chd8-Chd9-Chd7
LOC118411304,CHDH,Chdh
LOC118416821,CHEK1,Chek1
LOC118410844,CHERP,Cherp
LOC118425553,CHFR,Chfr
LOC118419173,CHIC2,Chic2
LOC118404807,CHID1,Chid1
LOC118405813,CHIT1,Chit1
LOC118413016,CHIT1_CHIA,Chit1-Chia
LOC118413139,CHIT1,Chit1-Loc118413139
LOC118419665,CHIT1,Chit1-Loc118419665
LOC118414880,CHKA,Chka
LOC118425432,CHL1,Chl1
LOC118418833,CHM,Chm
LOC118419991,Chmp1a,Chmp1a
LOC118417306,CHMP1A,Chmp1a-Loc118417306
LOC118427607,CHMP1B,Chmp1b
LOC118406673,CHMP2A,Chmp2a
LOC118407581,CHMP2B,Chmp2b
LOC118413809,CHMP3,Chmp3
LOC118417591,CHMP4B,Chmp4b
LOC118403798,CHMP5,Chmp5
LOC118428924,CHMP6,Chmp6
LOC118403176,CHN1,Chn1
LOC118423657,CHORDC1,Chordc1
LOC118430992,CHRD,Chordin
LOC118427104,CHP1,Chp1
LOC118425104,CHPF2,Chpf2
LOC118427402,CHRDL1,Chrdl1
LOC118417114,CHRM3,Chrm3
LOC118409982,CHRNA1,Chrna1
LOC118430337,CHRNA10,Chrna10
LOC118407025,CHRNA10,Chrna10-Loc118407025
LOC118407298,CHRNA10,Chrna10-Loc118407298
LOC118411691,CHRNA10,Chrna10-Loc118411691
LOC118412234,CHRNA10,Chrna10-Loc118412234
LOC118429485,CHRNA10,Chrna10-Loc118429485
LOC118423234,CHRNA2,Chrna2
LOC118425128,CHRNA3,Chrna3
LOC118410262,CHRNA3,Chrna3-Loc118410262
LOC118424400,CHRNA3,Chrna3-Loc118424400
LOC118431921,CHRNA3,Chrna3-Loc118431921
LOC118428017,CHRNA6,Chrna6
LOC118423494,CHRNA7,Chrna7
LOC118426343,CHRNA7_CHRNB3,Chrna7-Chrnb3
LOC118405171,CHRNA7,Chrna7-Loc118405171
LOC118408438,CHRNA7,Chrna7-Loc118408438
LOC118408446,CHRNA7,Chrna7-Loc118408446
LOC118408500,CHRNA7,Chrna7-Loc118408500
LOC118411290,CHRNA7,Chrna7-Loc118411290
LOC118411695,CHRNA7,Chrna7-Loc118411695
LOC118411698,CHRNA7,Chrna7-Loc118411698
LOC118414495,CHRNA7,Chrna7-Loc118414495
LOC118423661,CHRNA7,Chrna7-Loc118423661
LOC118429487,CHRNA7,Chrna7-Loc118429487
LOC118429726,CHRNA7,Chrna7-Loc118429726
LOC118432648,CHRNA7,Chrna7-Loc118432648
LOC118430334,CHRNA9,Chrna9
LOC118428965,CHRNA9_CHRNA10,Chrna9-Chrna10
LOC118408507,CHRNA9_CHRNA6,Chrna9-Chrna6
LOC118408403,CHRNA9,Chrna9-Loc118408403
LOC118410473,CHRNA9,Chrna9-Loc118410473
LOC118412213,CHRNA9,Chrna9-Loc118412213
LOC118428963,CHRNA9,Chrna9-Loc118428963
LOC118428979,CHRNA9,Chrna9-Loc118428979
LOC118409660,CHRNB2,Chrnb2
LOC118409451,CHRNB2,Chrnb2-Loc118409451
LOC118410159,CHRNB2,Chrnb2-Loc118410159
LOC118410165,CHRNB2,Chrnb2-Loc118410165
LOC118410044,CHRNB4_CHRNB2,Chrnb2/4
LOC118406754,CHRNB3,Chrnb3
LOC118404224,CHRNB3,Chrnb3-Loc118404224
LOC118417003,CHRNB3,Chrnb3-Loc118417003
LOC118417835,CHRNB3,Chrnb3-Loc118417835
LOC118418135,CHRNB3,Chrnb3-Loc118418135
LOC118409450,CHRNB4,Chrnb4
LOC118409448,CHRNB4,Chrnb4-Loc118409448
LOC118425790,CHST1,Chst1
LOC118406106,CHST1,Chst1-Loc118406106
LOC118425942,CHST1,Chst1-Loc118425942
LOC118415188,CHST11,Chst11
LOC118407448,CHST11_CHST10,Chst11-Chst10
LOC118414647,CHST11_CHST8,Chst11-Chst8
LOC118419511,CHST14,Chst14
LOC118418852,CHST14,Chst14-Loc118418852
LOC118418914,CHST14,Chst14-Loc118418914
LOC118408527,CHST15,Chst15
LOC118412818,CHST15,Chst15-Loc118412818
LOC118425125,CHST3,Chst3
LOC118432089,CHST3,Chst3-Loc118432089
LOC118409515,CHSY1,Chsy1
LOC118409697,CHSY1,Chsy1-Loc118409697
LOC118417016,CHSY1,Chsy1-Loc118417016
LOC118418178,CHSY1,Chsy1-Loc118418178
LOC118423813,CHSY3,Chsy3
LOC118409692,CHSY3,Chsy3-Loc118409692
LOC118429195,CHTF18,Chtf18
LOC118417105,CHTF8,Chtf8
LOC118412451,CHTOP,Chtop
LOC118411310,CHUK,Chuk
LOC118422710,CHURC1,Churc1
LOC118413382,CIAO1,Ciao1
LOC118418409,CIAPIN1,Ciapin1
LOC118409335,CIB1,Cib1
LOC118411764,CIC,Cic
LOC118411277,CILP,Cilp
LOC118413542,CILP,Cilp-Loc118413542
LOC118412925,CILP2,Cilp2
LOC118410181,CILP2,Cilp2-Loc118410181
LOC118412217,CILP2,Cilp2-Loc118412217
LOC118415997,CILP2,Cilp2-Loc118415997
LOC118410562,CILP2_MRC1_HMCN1,Cilp2-Mrc1-Hmcn1
LOC118418629,CINP,Cinp
LOC118424924,CIR1,Cir1
LOC118427608,CIRBP,Cirbp
LOC118412459,CIRBP,Cirbp-Loc118412459
LOC118427611,CIRBP,Cirbp-Loc118427611
LOC118427613,CIRBP,Cirbp-Loc118427613
LOC118411041,CISD2,Cisd2
LOC118426690,CIT,Cit
LOC118407961,CITED2,Cited2
LOC118419796,CKAP2L,Ckap2l
LOC118413895,CKAP5,Ckap5
LOC118416885,CKM,Ckm
LOC118415728,CKM,Ckm-Loc118415728
LOC118403596,CKMT2,Ckmt2
LOC118409765,CKS1B,Cks1b
LOC118403812,CLASP1,Clasp1
LOC118430299,CLASRP,Clasrp
LOC118424678,CLCA2,Clca2
LOC118424133,CLCA2,Clca2-Loc118424133
LOC118430948,CLCA4,Clca4
LOC118415642,CLCA4,Clca4-Loc118415642
LOC118426934,CLCA4,Clca4-Loc118426934
LOC118427481,CLCA4,Clca4-Loc118427481
LOC118404631,CLCC1,Clcc1
LOC118419360,CLCC1,Clcc1-Loc118419360
LOC118430085,CLCN2,Clcn2
LOC118419812,CLCN3,Clcn3
LOC118430500,CLCN6,Clcn6
LOC118417717,CLCN7,Clcn7
LOC118419159,CLCN7_ASIC5,Clcn7-Asic5
LOC118428954,CLCN7,Clcn7-Loc118428954
LOC118403842,CLDN19,Cldn19
LOC118428156,CLEC10A,Clec10a
LOC118405742,CLEC10A_DBR1,Clec10a-Dbr1
LOC118430427,CLEC10A_MFN2,Clec10a-Mfn2
LOC118427715,CLEC10A_MRC2,Clec10a-Mrc2
LOC118407863,CLEC16A,Clec16a
LOC118408586,CLEC3A,Clec3a
LOC118413384,CLEC4E_LRP6_NOTCH2,Clec4e-Lrp6-Notch2
LOC118403652,CLEC4M,Clec4m
LOC118410257,CLEC4M,Clec4m-Loc118410257
LOC118415455,CLEC4M,Clec4m-Loc118415455
LOC118414915,CLHC1,Clhc1
LOC118422645,CLIC4,Clic4
LOC118414569,CLINT1,Clint1
LOC118425666,CLIP1_CENPE,Clip1-Cenpe
LOC118422283,CLIP2,Clip2
LOC118405678,CLIP2,Clip2-Loc118405678
LOC118431883,CLIP3,Clip3
LOC118404035,CLK3_ADHFE1,Clk3-Adhfe1
LOC118415427,CLN3,Cln3
LOC118419850,CLN5,Cln5
LOC118415885,CLN8,Cln8
LOC118420969,CLN8,Cln8-Loc118420969
LOC118427942,CLNS1A,Clns1a
LOC118419537,CLOCK,Clock
LOC118423976,CLP1,Clp1
LOC118431940,CLPP,Clpp
LOC118416771,CLPS,Clps
LOC118430204,CLPTM1,Clptm1
LOC118418568,CLPTM1L,Clptm1l
LOC118405095,CLPX,Clpx
LOC118414528,CLRN3,Clrn3
LOC118409245,CLSPN,Clspn
LOC118430017,CLSTN1,Clstn1
LOC118419625,CLTA,Clta
LOC118425972,CLTC,Cltc
LOC118429168,CLUAP1,Cluap1
LOC118426376,CLUH,Cluh
LOC118404492,CLVS2,Clvs2
LOC118427311,CLYBL,Clybl
LOC118410043,CLYBL,Clybl-Loc118410043
LOC118406756,CMAS,Cmas
LOC118406623,CMAS,Cmas-Loc118406623
LOC118407224,CMAS,Cmas-Loc118407224
LOC118421524,CMAS,Cmas-Loc118421524
LOC118426302,CMBL,Cmbl
LOC118418688,CMIP,Cmip
LOC118431791,CMPK1,Cmpk1
LOC118417998,CMPK1,Cmpk1-Loc118417998
LOC118418881,CMPK2,Cmpk2
LOC118423554,CMSS1,Cmss1
LOC118404280,CMTM4,Cmtm4
LOC118409531,CMTM4,Cmtm4-Loc118409531
LOC118412309,CMTM4,Cmtm4-Loc118412309
LOC118417000,CMTM4,Cmtm4-Loc118417000
LOC118406436,CMTM8,Cmtm8
LOC118406437,CMTM8,Cmtm8-Loc118406437
LOC118406438,CMTM8,Cmtm8-Loc118406438
LOC118406440,CMTM8,Cmtm8-Loc118406440
LOC118417639,CMTM8,Cmtm8-Loc118417639
LOC118412160,CMTR1,Cmtr1
LOC118422002,CMTR2,Cmtr2
LOC118417095,CNBD1,Cnbd1
LOC118423426,CNBD2,Cnbd2
LOC118403721,CNBD2,Cnbd2-Loc118403721
LOC118403742,CNBD2,Cnbd2-Loc118403742
LOC118408179,CNBD2,Cnbd2-Loc118408179
LOC118413998,CNBD2,Cnbd2-Loc118413998
LOC118415547,CNBD2,Cnbd2-Loc118415547
LOC118419324,CNBD2,Cnbd2-Loc118419324
LOC118419882,CNBD2,Cnbd2-Loc118419882
LOC118419929,CNBD2,Cnbd2-Loc118419929
LOC118425962,CNBD2,Cnbd2-Loc118425962
LOC118428922,CNBD2,Cnbd2-Loc118428922
LOC118415438,CNBP,Cnbp
LOC118413259,CNDP2,Cndp2
LOC118417024,CNEP1R1,Cnep1r1
LOC118411052,CNGA1,Cnga1
LOC118426306,CNGA2,Cnga2
LOC118425464,CNGA3,Cnga3
LOC118414894,CNGA3_CNGA1,Cnga3-Cnga1
LOC118419144,CNGA3,Cnga3-Loc118419144
LOC118408713,CNGB1,Cngb1
LOC118417675,CNIH1,Cnih1
LOC118411379,CNIH4,Cnih4
LOC118423066,CNKSR3,Cnksr3
LOC118426599,CNMD,Cnmd
LOC118414386,CNMD_METTL21A,Cnmd-Mettl21a
LOC118431460,CNN3,Cnn3
LOC118423558,CNNM2,Cnnm2
LOC118413285,CNNM2,Cnnm2-Loc118413285
LOC118417178,CNOT1,Cnot1
LOC118417509,CNOT10,Cnot10
LOC118404604,CNOT11,Cnot11
LOC118429077,CNOT2,Cnot2
LOC118429124,CNOT3,Cnot3
LOC118406870,CNOT4,Cnot4
LOC118410983,CNOT6,Cnot6
LOC118419395,CNOT7,Cnot7
LOC118408337,CNOT9,Cnot9
LOC118405679,CNP,Cnp
LOC118405635,CNPPD1,Cnppd1
LOC118403231,CNPY2,Cnpy2
LOC118431947,CNPY4_ERI3,Cnpy4-Eri3
LOC118417408,Hypp4156,Cnr10
LOC118410515,CNR2,Cnr2
LOC118410512,CNR2_MC5R,Cnr2-Mc5r
LOC118421121,CNRIP1,Cnrip1
LOC118425609,CNST,Cnst
LOC118417960,CNTD1,Cntd1
LOC118409293,CNTLN,Cntln
LOC118423598,CNTN1,Cntn1
LOC118422793,CNTN2,Cntn2
LOC118409246,CNTN2_CNTN5,Cntn2-Cntn5
LOC118423441,CNTN3,Cntn3
LOC118409380,CNTN3,Cntn3-Loc118409380
LOC118422528,CNTN4,Cntn4
LOC118422529,CNTN4,Cntn4-Loc118422529
LOC118422774,CNTN5,Cntn5
LOC118423600,CNTN5_CNTN1,Cntn5-Cntn1
LOC118410345,CNTN5,Cntn5-Loc118410345
LOC118409302,CNTN6,Cntn6
LOC118406977,CNTNAP1,Cntnap1
LOC118423595,CNTNAP1,Cntnap1-Loc118423595
LOC118425948,CNTNAP1,Cntnap1-Loc118425948
LOC118432761,CNTNAP2,Cntnap2
LOC118410506,CNTNAP2,Cntnap2-Loc118410506
LOC118411956,CNTNAP2,Cntnap2-Loc118411956
LOC118416154,CNTNAP2,Cntnap2-Loc118416154
LOC118419723,CNTNAP2,Cntnap2-Loc118419723
LOC118427580,CNTNAP5_CNTNAP4,Cntnap5-Cntnap4
LOC118432780,CNTRL,Cntrl
LOC118427455,CNTROB,Cntrob
LOC118426387,COA1,Coa1
LOC118403117,COA3,Coa3
LOC118419912,COA6,Coa6
LOC118432332,COA7,Coa7
LOC118424050,COASY,Coasy
LOC118423987,COBLL1,Cobll1
LOC118409031,COG1,Cog1
LOC118427645,COG2,Cog2
LOC118428011,COG3,Cog3
LOC118417074,COG4,Cog4
LOC118406869,COG5,Cog5
LOC118421139,COG6,Cog6
LOC118429182,COIL_PHF5A,Coil-Phf5a
LOC118420599,COL11A2,Col11a2
LOC118403846,COL12A1,Col12a1
LOC118404170,COL12A1,Col12a1-Loc118404170
LOC118417034,COL12A1,Col12a1-Loc118417034
LOC118419990,COL12A1,Col12a1-Loc118419990
LOC118428579,COL12A1,Col12a1-Loc118428579
LOC118406220,COL15A1,Col15a1
LOC118410107,COL21A1,Col21a1
LOC118424041,COL22A1,Col22a1
LOC118412003,COL24A1,Col24a1
LOC118421184,COL24A1_COL27A1,Col24a1-Col27a1
LOC118428539,COL24A1_COL4A1_COL6A5,Col24a1-Col4a1-Col6a5
LOC118421785,COL24A1,Col24a1-Loc118421785
LOC118425905,COL26A1,Col26a1
LOC118432715,COL1A2,Col2a1
LOC118427095,COL4A1,Col4a1
LOC118403826,COL4A2,Col4a2
LOC118429384,COL4A2,Col4a2-Loc118429384
LOC118410306,COL4A3BP,Col4a3bp
LOC118427234,COL4A6,Col4a6
LOC118404283,COL4A6,Col4a6-Loc118404283
LOC118405341,COL4A6,Col4a6-Loc118405341
LOC118405413,COL4A6,Col4a6-Loc118405413
LOC118406236,COL4A6,Col4a6-Loc118406236
LOC118410928,COL4A6,Col4a6-Loc118410928
LOC118427235,COL4A6,Col4a6-Loc118427235
LOC118403397,COL5A1,Col5a1
LOC118432772,COL6A3,Col6a3
LOC118424841,COL6A3_ADIPOQ,Col6a3-Adipoq
LOC118411064,COL6A3,Col6a3-Loc118411064
LOC118424479,COL6A3,Col6a3-Loc118424479
LOC118427036,COL6A3,Col6a3-Loc118427036
LOC118422641,COL6A5,Col6a5
LOC118422638,COL6A5_COL6A6,Col6a5-Col6a6
LOC118406694,COL6A5,Col6a5-Loc118406694
LOC118411952,COL6A5,Col6a5-Loc118411952
LOC118415703,COL6A5,Col6a5-Loc118415703
LOC118423155,COL6A5,Col6a5-Loc118423155
LOC118427324,COL6A5,Col6a5-Loc118427324
LOC118416996,COL6A6,Col6a6
LOC118423756,COLEC10,Colec10
LOC118409583,COLEC10,Colec10-Loc118409583
LOC118429911,COLEC11,Colec11
LOC118423503,COLEC11_CLEC18B,Colec11-Clec18b
LOC118403452,COLEC11,Colec11-Loc118403452
LOC118427194,COLEC11_UGT2A1,Colec11-Ugt2a1
LOC118420883,COLGALT1,Colgalt1
LOC118405620,COLQ,Colq
LOC118409849,COMMD1,Commd1
LOC118409504,COMMD10,Commd10
LOC118427345,COMMD2,Commd2
LOC118423929,COMMD3,Commd3
LOC118424755,COMMD4,Commd4
LOC118419448,COMMD5,Commd5
LOC118419856,COMMD6,Commd6
LOC118408612,COMMD7,Commd7
LOC118412822,COMMD8,Commd8
LOC118409511,COMMD9,Commd9
LOC118424252,COMT,Comt
LOC118403275,COMT,Comt-Loc118403275
LOC118403882,COMT,Comt-Loc118403882
LOC118419852,COMT,Comt-Loc118419852
LOC118419855,COMT,Comt-Loc118419855
LOC118432603,COMT,Comt-Loc118432603
LOC118421200,COPA,Copa
LOC118406736,COPB1,Copb1
LOC118430019,COPB2,Copb2
LOC118415269,COPG2,Copg2
LOC118405270,COPS2,Cops2
LOC118429554,COPS3,Cops3
LOC118413370,COPS4,Cops4
LOC118427552,COPS6,Cops6
LOC118430509,COPS7B,Cops7b
LOC118406263,COPS8,Cops8
LOC118424527,COQ10B,Coq10b
LOC118420364,COQ2,Coq2
LOC118423612,COQ3,Coq3
LOC118425774,COQ5,Coq5
LOC118425775,COQ7,Coq7
LOC118430767,COQ8A,Coq8a
LOC118417827,COQ9,Coq9
LOC118411057,CORIN,Corin
LOC118411686,CORIN,Corin-Loc118411686
LOC118412274,CORIN_SUSD2,Corin-Susd2
LOC118412158,CORO2B,Coro2b
LOC118425474,CORO6,Coro6
LOC118419587,CORO7,Coro7
LOC118428691,COX10,Cox10
LOC118403909,COX11,Cox11
LOC118414312,COX15,Cox15
LOC118428127,COX16,Cox16
LOC118413446,COX20,Cox20
LOC118418543,COX4I1,Cox4i1
LOC118409363,COX5A,Cox5a
LOC118415811,COX5B,Cox5b
LOC118423128,COX6A1,Cox6a1
LOC118415245,COX7A1,Cox7a1
LOC118420103,COX7A2L,Cox7a2l
LOC118404839,CPA2,Cpa2
LOC118404909,CPA2_CPA1,Cpa2-Cpa1
LOC118416204,CPA2,Cpa2-Loc118416204
LOC118431008,CPA4,Cpa4
LOC118431056,CPAMD8,Cpamd8
LOC118407882,CPAMD8,Cpamd8-Loc118407882
LOC118410828,CPAMD8,Cpamd8-Loc118410828
LOC118413778,CPAMD8,Cpamd8-Loc118413778
LOC118419725,CPAMD8,Cpamd8-Loc118419725
LOC118426111,CPD,Cpd
LOC118411334,CPE,Cpe
LOC118406369,CPE,Cpe-Loc118406369
LOC118414102,CPE,Cpe-Loc118414102
LOC118422385,CPE,Cpe-Loc118422385
LOC118410797,CPEB1,Cpeb1
LOC118414793,CPEB3,Cpeb3
LOC118415978,CPED1,Cped1
LOC118413110,CPLX1,Cplx1
LOC118427510,CPN1,Cpn1
LOC118413667,CPN1,Cpn1-Loc118413667
LOC118414428,CPN1,Cpn1-Loc118414428
LOC118407533,CPN2_LRRC15,Cpn2-Lrrc15
LOC118417510,CPN2_SLC10A2,Cpn2-Slc10a2
LOC118409510,CPNE3,Cpne3
LOC118426591,CPNE5,Cpne5
LOC118430820,CPNE5,Cpne5-Loc118430820
LOC118417698,CPNE7,Cpne7
LOC118416902,CPNE8,Cpne8
LOC118409718,CPOX,Cpox
LOC118429777,CPPED1,Cpped1
LOC118427966,CPQ,Cpq
LOC118405554,CPS1,Cps1
LOC118417111,CPSF1,Cpsf1
LOC118421160,CPSF2,Cpsf2
LOC118430430,CPSF3,Cpsf3
LOC118429553,CPSF4,Cpsf4
LOC118413122,CPSF6,Cpsf6
LOC118406702,CPT1A,Cpt1a
LOC118426381,CPT1C,Cpt1c
LOC118403036,CPT2,Cpt2
LOC118431038,CPTP,Cptp
LOC118431041,CPTP,Cptp-Loc118431041
LOC118425070,CPVL,Cpvl
LOC118428052,CR2,Cr2
LOC118405591,CRABP1,Crabp1
LOC118431241,CRABP2,Crabp2
LOC118404543,CRABP2,Crabp2-Loc118404543
LOC118404544,CRABP2,Crabp2-Loc118404544
LOC118432378,CRABP2,Crabp2-Loc118432378
LOC118407391,CRACR2A,Cracr2a
LOC118413495,CRACR2A,Cracr2a-Loc118413495
LOC118432409,CRADD,Cradd
LOC118415397,CRADD,Cradd-Loc118415397
LOC118416037,CRADD,Cradd-Loc118416037
LOC118416947,CRADD,Cradd-Loc118416947
LOC118418785,CRAMP1,Cramp1
LOC118409673,CRAT,Crat
LOC118421269,CRAT,Crat-Loc118421269
LOC118421797,CRB1,Crb1
LOC118405805,CRB1,Crb1-Loc118405805
LOC118415769,CRBN,Crbn
LOC118426486,CRCP,Crcp
LOC118424684,CREB1,Creb1
LOC118406564,CREB3L1,Creb3l1
LOC118406297,CREB3L4,Creb3l4
LOC118403236,CREBZF,Crebzf
LOC118403128,CREG1,Creg1
LOC118418443,CREG1,Creg1-Loc118418443
LOC118416260,CRELD2,Creld2
LOC118424968,CRHR2,Crhr2
LOC118405587,CRHR2,Crhr2-Loc118405587
LOC118423781,CRHR2,Crhr2-Loc118423781
LOC118424615,CRHR2,Crhr2-Loc118424615
LOC118432763,CRIM1,Crim1
LOC118410213,CRIM1,Crim1-Loc118410213
LOC118413114,CRIM1,Crim1-Loc118413114
LOC118427415,CRIM1,Crim1-Loc118427415
LOC118411443,CRIP1,Crip1
LOC118410908,CRIP2,Crip2
LOC118417705,CRISPLD1,Crispld1
LOC118426549,CRKL,Crkl
LOC118410849,CRKL,Crkl-Loc118410849
LOC118428841,CRLF3,Crlf3
LOC118405811,CRMP1,Crmp1
LOC118415008,CRMP1,Crmp1-Loc118415008
LOC118421100,CRNKL1,Crnkl1
LOC118430629,CROCC,Crocc
LOC118424498,CROT,Crot
LOC118407980,CROT,Crot-Loc118407980
LOC118424334,CROT,Crot-Loc118424334
LOC118425061,CRTAC1,Crtac1
LOC118425058,CRTAC1,Crtac1-Loc118425058
LOC118424460,CRY1,Cry1
LOC118406626,CRY1,Cry1-Loc118406626
LOC118406628,CRY1,Cry1-Loc118406628
LOC118426417,CRYAB,Cryab
LOC118425532,CRYAB,Cryab-Loc118425532
LOC118432290,CRYAB,Cryab-Loc118432290
LOC118405082,CRYBG3,Crybg3
LOC118416460,CRYGA,Cryga
LOC118422602,CRYL1,Cryl1
LOC118416787,CRYM,Crym
LOC118421249,CRYZ,Cryz
LOC118423165,CRYZL1,Cryzl1
LOC118424482,CS,Cs
LOC118406575,CSDE1,Csde1
LOC118405732,CSE1L,Cse1l
LOC118410920,CSGALNACT1,Csgalnact1
LOC118406529,CSK,Csk
LOC118410162,CSK,Csk-Loc118410162
LOC118410765,CSMD1,Csmd1
LOC118408392,CSMD1,Csmd1-Loc118408392
LOC118413623,CSMD1,Csmd1-Loc118413623
LOC118418180,CSMD1,Csmd1-Loc118418180
LOC118420094,CSMD1,Csmd1-Loc118420094
LOC118420750,CSMD1,Csmd1-Loc118420750
LOC118421228,CSMD1,Csmd1-Loc118421228
LOC118421229,CSMD1,Csmd1-Loc118421229
LOC118428478,CSMD1,Csmd1-Loc118428478
LOC118425574,CSMD2,Csmd2
LOC118404276,CSMD2_CSMD3_CSMD1,Csmd2-Csmd3-Csmd1
LOC118411154,CSMD3,Csmd3
LOC118413316,CSMD3_CSMD1,Csmd3-Csmd1
LOC118408067,CSMD3,Csmd3-Loc118408067
LOC118409907,CSMD3,Csmd3-Loc118409907
LOC118416568,CSMD3,Csmd3-Loc118416568
LOC118420464,CSMD3,Csmd3-Loc118420464
LOC118428773,CSMD3,Csmd3-Loc118428773
LOC118428780,CSMD3,Csmd3-Loc118428780
LOC118413323,CSNK1A1,Csnk1a1
LOC118429709,CSNK1D,Csnk1d
LOC118417117,CSNK2A1,Csnk2a1
LOC118420935,CSNK2B,Csnk2b
LOC118409821,CSPG4,Cspg4
LOC118409305,CSPP1,Cspp1
LOC118405659,CSRNP2,Csrnp2
LOC118414497,CSRP2,Csrp2
LOC118430819,CSTF1,Cstf1
LOC118422689,CSTF2,Cstf2
LOC118419810,CSTF2,Cstf2-Loc118419810
LOC118406872,CSTF3,Cstf3
LOC118425112,CTBS,Ctbs
LOC118409042,CTC1,Ctc1
LOC118406865,CTCF,Ctcf
LOC118412241,CTCF,Ctcf-Loc118412241
LOC118417487,CTCF,Ctcf-Loc118417487
LOC118432417,CTD-3088G3.8,Ctd-3088g3.8
LOC118416140,CTD-3088G3.8,Ctd-3088g3.8-Loc118416140
LOC118417068,CTD-3088G3.8,Ctd-3088g3.8-Loc118417068
LOC118431640,CTD-3088G3.8,Ctd-3088g3.8-Loc118431640
LOC118431651,CTD-3088G3.8,Ctd-3088g3.8-Loc118431651
LOC118431902,CTDP1,Ctdp1
LOC118406242,CTDSP1,Ctdsp1
LOC118430297,CTDSPL,Ctdspl
LOC118411224,CTDSPL2,Ctdspl2
LOC118421279,CTGF,Ctgf
LOC118431995,CTH,Cth
LOC118418159,CTH,Cth-Loc118418159
LOC118426642,CTHRC1,Cthrc1
LOC118410276,CTHRC1,Cthrc1-Loc118410276
LOC118413982,CTHRC1,Cthrc1-Loc118413982
LOC118426360,CTHRC1,Cthrc1-Loc118426360
LOC118426369,CTHRC1,Cthrc1-Loc118426369
LOC118426370,CTHRC1,Cthrc1-Loc118426370
LOC118405654,CTHRC1_PTGS2,Cthrc1-Ptgs2
LOC118421671,CTIF,Ctif
LOC118412798,CTNNA1,Ctnna1
LOC118412799,CTNNA2,Ctnna2
LOC118405361,CTNNAL1,Ctnnal1
LOC118424134,CTNNB1,Ctnnb1
LOC118417656,CTNNBL1,Ctnnbl1
LOC118427953,CTNND2,Ctnnd2
LOC118424331,CTNS,Ctns
LOC118422479,CTPS1,Ctps1
LOC118413901,CTR9,Ctr9
LOC118427491,CTRB1,Ctrb1
LOC118427714,CTRB1_CTRL,Ctrb1-Ctrl
LOC118405040,CTRB1,Ctrb1-Loc118405040
LOC118403996,CTRB2,Ctrb2
