Loc_id,Bl3_id,Bl3_id_uniq,Bl3_id_uniq_short
LOC118416015,CYP11A1,CYP11A1,CYP11A1
LOC118431985,SLC25A13,SLC25A13_LOC118431985,SLC25A13.1
LOC118432412,PMP2,PMP2,PMP2
LOC118431521,KCNA3,KCNA3_LOC118431521,KCNA3.4
LOC118431520,TRIM2,TRIM2_LOC118431520,TRIM2.6
LOC118431519,B4GALNT2,B4GALNT2_LOC118431519,B4GALNT2.3
LOC118419939,BARD1,BARD1,BARD1
LOC118431517,HMCN1,HMCN1_LOC118431517,HMCN1.16
LOC118431512,PTPRA,PTPRA,PTPRA
LOC118413070,SLC46A1,SLC46A1_LOC118413070,SLC46A1.1
LOC118432492,Hypp7006,Hypp7006,Hypp7006
LOC118431695,SPATA1,SPATA1,SPATA1
LOC118431955,ST3GAL3,ST3GAL3_LOC118431955,ST3GAL3.1
LOC118422324,TRIM2_TRIM56,TRIM2_TRIM56,TRIM2_TRIM56
LOC118432087,Hypp7008,Hypp7008,Hypp7008
LOC118431945,ACSS2,ACSS2,ACSS2
LOC118431918,BUD13,BUD13,BUD13
LOC118432075,GTF2F1,GTF2F1,GTF2F1
LOC118432081,FRRS1,FRRS1_LOC118432081,FRRS1.5
LOC118432092,FAAH,FAAH_LOC118432092,FAAH.2
LOC118432093,Hypp7011,Hypp7011,Hypp7011
LOC118432398,DSCAML1,DSCAML1,DSCAML1
LOC118432396,HMCN2,HMCN2_LOC118432396,HMCN2.6
LOC118432068,SH3KBP1,SH3KBP1,SH3KBP1
LOC118431827,NAGLU,NAGLU,NAGLU
LOC118431793,RAB3C,RAB3C,RAB3C
LOC118431318,KBTBD13,KBTBD13,KBTBD13
LOC118409878,LRP11,LRP11,LRP11
LOC118432072,ASNA1,ASNA1,ASNA1
LOC118431988,PIGG,PIGG,PIGG
LOC118431505,Hypp7014,Hypp7014,Hypp7014
LOC118431756,AGBL4,AGBL4,AGBL4
LOC118431358,ELAVL4,Elav,ELAVL4
LOC118432450,CAAP1,CAAP1,CAAP1
LOC118432055,OMA1,OMA1,OMA1
LOC118431911,GRM6,GRM6,GRM6
LOC118431700,USP24,USP24,USP24
LOC118431956,PM20D2,PM20D2_LOC118431956,PM20D2.2
LOC118432208,TMEM56,TMEM56_LOC118432208,TMEM56.1
LOC118431858,DGKQ,DGKQ,DGKQ
LOC118432395,IMP3,Imp3,IMP3
LOC118431940,CLPP,CLPP,CLPP
LOC118431999,LRRC40,LRRC40,LRRC40
LOC118431828,NCSTN,NCSTN,NCSTN
LOC118431800,SREK1,SREK1,SREK1
LOC118432368,DMRT2,DMRT2,DMRT2
LOC118432533,DMRT3,DMRT3_LOC118432533,DMRT3.1
LOC118431502,PNLIPRP3,PNLIPRP3,PNLIPRP3
LOC118431960,PNLIPRP3,PNLIPRP3_LOC118431960,PNLIPRP3.1
LOC118431961,PNLIP,PNLIP_LOC118431961,PNLIP.1
LOC118432064,PNLIP,PNLIP_LOC118432064,PNLIP.2
LOC118432461,PNLIP,PNLIP_LOC118432461,PNLIP.3
LOC118432073,LIPG,LIPG,LIPG
LOC118431916,CBARP_METTL21A,CBARP_METTL21A,CBARP_METTL21A
LOC118431923,PRDX1,PRDX1,PRDX1
LOC118431797,PTCHD3,PTCHD3,PTCHD3
LOC118432655,PTCHD3,PTCHD3_LOC118432655,PTCHD3.1
LOC118432586,METTL21A,METTL21A_LOC118432586,METTL21A.1
LOC118432406,TRMT13,TRMT13,TRMT13
LOC118431799,Hypp7021,Hypp7021,Hypp7021
LOC118431795,CFAP57,CFAP57,CFAP57
LOC118431796,TECR,TECR_LOC118431796,TECR.1
LOC118431792,EFCAB7,EFCAB7,EFCAB7
LOC118431952,EDIL3,EDIL3_LOC118431952,EDIL3.1
LOC118432380,Hypp7024,Hypp7024,Hypp7024
LOC118431469,HEATR1,HEATR1,HEATR1
LOC118432509,FABP2,FABP2,FABP2
LOC118431989,Hypp7033,Hypp7033,Hypp7033
LOC118432138,Hypp7034,Hypp7034,Hypp7034
LOC118431470,GRIN3A,GRIN3A,GRIN3A
LOC118432556,BMP4,BMP4,BMP4
LOC118431807,CENPC,CENPC,CENPC
LOC118432110,HAUS3,HAUS3,HAUS3
LOC118431861,Hypp7038,Hypp7038,Hypp7038
LOC118431326,KLHL9,KLHL9_LOC118431326,KLHL9.4
LOC118431327,OXCT1,OXCT1,OXCT1
LOC118431328,KAT6B,KAT6B,KAT6B
LOC118432512,FTH1,FTH1_LOC118432512,FTH1.1
LOC118432158,SLC15A4,SLC15A4_LOC118432158,SLC15A4.1
LOC118432154,SELPLG,SELPLG,SELPLG
LOC118432152,FBN2,FBN2_LOC118432152,FBN2.1
LOC118426834,AADAC_NCEH1,AADAC_NCEH1,AADAC_NCEH1
LOC118431444,NDUFAF2,NDUFAF2,NDUFAF2
LOC118431422,ERCC8,ERCC8,ERCC8
LOC118431447,SMIM15,SMIM15,SMIM15
LOC118431425,Hypp7049,Hypp7049,Hypp7049
LOC118431365,PTPRA,PTPRA_LOC118431365,PTPRA.1
LOC118431389,MYO1F_GRAP2_HMCN1,MYO1F_GRAP2_HMCN1,MYO1F_GRAP2_HMCN1
LOC118431387,HMCN1,HMCN1_LOC118431387,HMCN1.17
LOC118431373,Hypp7050,Hypp7050,Hypp7050
LOC118431366,MAP3K1,MAP3K1_LOC118431366,MAP3K1.1
LOC118431443,ATP5D,ATP5D,ATP5D
LOC118431420,MIDN,MIDN,MIDN
LOC118431432,RWDD3,RWDD3,RWDD3
LOC118431409,CYP4B1,CYP4B1,CYP4B1
LOC118431442,NOP16,NOP16,NOP16
LOC118431418,NIM1K,NIM1K,NIM1K
LOC118432289,FGFR3,FGFR3,FGFR3
LOC118431370,FGFR1,FGFR1,FGFR1
LOC118431394,FRRS1,FRRS1_LOC118431394,FRRS1.6
LOC118431410,HMCN2,HMCN2_LOC118431410,HMCN2.7
LOC118431360,ABCA4,ABCA4_LOC118431360,ABCA4.1
LOC118431439,MPV17L2,MPV17L2,MPV17L2
LOC118431429,GDAP1,GDAP1,GDAP1
LOC118431417,Hypp7055,Hypp7055,Hypp7055
LOC118431405,CYP27A1,CYP27A1_LOC118431405,CYP27A1.4
LOC118431369,TIE1,TIE1_LOC118431369,TIE1.1
LOC118431783,HECTD3,HECTD3,HECTD3
LOC118431785,LIMD2,LIMD2,LIMD2
LOC118431690,SPATA6,SPATA6,SPATA6
LOC118431691,YIPF1,YIPF1,YIPF1
LOC118431806,ERBIN,ERBIN,ERBIN
LOC118431817,ABCD3,ABCD3,ABCD3
LOC118431818,DAO,DAO_LOC118431818,DAO.1
LOC118431913,PTPRA,PTPRA_LOC118431913,PTPRA.2
LOC118431829,TRABD2B,TRABD2B,TRABD2B
LOC118432452,NOX5,Nox5,NOX5
LOC118431868,TAX1BP3,TAX1BP3,TAX1BP3
LOC118431864,WDR63,WDR63,WDR63
LOC118431867,RMI2,RMI2,RMI2
LOC118431865,TNPO1,TNPO1,TNPO1
LOC118431869,Hypp7058,Hypp7058,Hypp7058
LOC118431866,PSMD14,PSMD14,PSMD14
LOC118431981,IGFALS,IGFALS_LOC118431981,IGFALS.2
LOC118432377,Hypp7059,Hypp7059,Hypp7059
LOC118432376,MFSD1,MFSD1,MFSD1
LOC118432374,DAB2,DAB2,DAB2
LOC118432024,HMCN1,HMCN1_LOC118432024,HMCN1.18
LOC118432036,Hypp7061,Hypp7061,Hypp7061
LOC118432268,ORC1,ORC1,ORC1
LOC118432031,Hypp7062,Hypp7062,Hypp7062
LOC118432013,BIRC6,BIRC6,BIRC6
LOC118432020,SASS6,SASS6,SASS6
LOC118432041,VMAC,VMAC,VMAC
LOC118432045,MAGOHB,MAGOHB,MAGOHB
LOC118432010,ARHGAP45,ARHGAP45,ARHGAP45
LOC118432028,LEXM,LEXM,LEXM
LOC118432267,GRIA1,GRIA1_LOC118432267,GRIA1.1
LOC118432039,TTC33,TTC33,TTC33
LOC118432029,Hypp7066,Hypp7066,Hypp7066
LOC118432046,Hypp7067,Hypp7067,Hypp7067
LOC118432023,HMCN2,HMCN2_LOC118432023,HMCN2.8
LOC118432047,ATG10,Atg10,ATG10
LOC118432025,SSBP3,SSBP3,SSBP3
LOC118432033,Hypp7069,Hypp7069,Hypp7069
LOC118432038,RWDD2A,RWDD2A,RWDD2A
LOC118432032,SF3A2,SF3A2,SF3A2
LOC118432016,EFCAB14,EFCAB14,EFCAB14
LOC118432021,RNF14,RNF14,RNF14
LOC118432265,LPA,LPA,LPA
LOC118432263,RS1,RS1_LOC118432263,RS1.2
LOC118432012,KANK1,KANK1,KANK1
LOC118432030,TTC4,TTC4,TTC4
LOC118432015,ZNF836,ZNF836,ZNF836
LOC118431319,ZNF345,ZNF345,ZNF345
LOC118431321,SPTLC1,SPTLC1,SPTLC1
LOC118431320,FGGY,FGGY,FGGY
LOC118432501,RANBP3,RANBP3,RANBP3
LOC118432500,GRIK2,GRIK2_LOC118432500,GRIK2.4
LOC118432503,C1orf87,C1orf87,C1orf87
LOC118432472,GRIK2,GRIK2_LOC118432472,GRIK2.5
LOC118431240,Hypp7072,Hypp7072,Hypp7072
LOC118431957,SLC45A2,SLC45A2_LOC118431957,SLC45A2.1
LOC118431853,ELOVL6,ELOVL6,ELOVL6
LOC118431852,PRSS12,PRSS12_LOC118431852,PRSS12.3
LOC118426134,KLHL24_TRIM2,KLHL24_TRIM2,KLHL24_TRIM2
LOC118405106,SLC43A3,SLC43A3_LOC118405106,SLC43A3.2
LOC118432390,PRSS12,PRSS12_LOC118432390,PRSS12.4
LOC118432249,CASP9,CASP9_LOC118432249,CASP9.1
LOC118431749,MFSD14A,MFSD14A,MFSD14A
LOC118431748,HCFC1,HCFC1,HCFC1
LOC118431780,SLC35A3,SLC35A3,SLC35A3
LOC118431781,ATPAF1,ATPAF1,ATPAF1
LOC118427106,Hypp7076,Hypp7076,Hypp7076
LOC118431851,SYK,SYK,SYK
LOC118432247,KAT14,KAT14,KAT14
LOC118431258,DOT1L,DOT1L,DOT1L
LOC118431261,RAD54L,RAD54L,RAD54L
LOC118432065,AP1M1,AP1M1,AP1M1
LOC118432645,Hypp7250,Hypp7250,Hypp7250
LOC118432644,SUMF1,SUMF1,SUMF1
LOC118431332,VLDLR,VLDLR,VLDLR
LOC118431776,SMARCA4,SMARCA4,SMARCA4
LOC118431778,CDC14A,CDC14A,CDC14A
LOC118431241,CRABP2,CRABP2,CRABP2
LOC118432565,Hypp7086,Hypp7086,Hypp7086
LOC118432378,CRABP2,CRABP2_LOC118432378,CRABP2.1
LOC118431234,ELOF1,ELOF1,ELOF1
LOC118431232,C8orf48,C8orf48,C8orf48
LOC118431228,PTPRS,PTPRS,PTPRS
LOC118431229,PTPRM,PTPRM,PTPRM
LOC118432244,PTPRT,PTPRT,PTPRT
LOC118432241,FAM234B,FAM234B,FAM234B
LOC118432592,Hypp7087,Hypp7087,Hypp7087
LOC118432089,CHST3,CHST3_LOC118432089,CHST3.1
LOC118431897,FBXL7,FBXL7_LOC118431897,FBXL7.2
LOC118432481,ADRA1D,ADRA1D,ADRA1D
LOC118432214,LPA,LPA_LOC118432214,LPA.1
LOC118432233,NCAN,NCAN,NCAN
LOC118432180,FKTN,FKTN,FKTN
LOC118432076,FOXE1,FoxE4,FOXE1
LOC118431896,SLC35E1,SLC35E1,SLC35E1
LOC118423585,Hypp7092,Hypp7092,Hypp7092
LOC118431849,LRIG2_ANKS3,LRIG2_ANKS3,LRIG2_ANKS3
LOC118431850,EHMT1,EHMT1,EHMT1
LOC118431753,CBWD2_CBWD3,CBWD2_CBWD3,CBWD2_CBWD3
LOC118431775,TXNDC12,TXNDC12,TXNDC12
LOC118432439,LRRC8E,LRRC8E,LRRC8E
LOC118432433,MCCC2,MCCC2,MCCC2
LOC118432435,DMAP1,DMAP1,DMAP1
LOC118432437,CEBPD,CEBPD,CEBPD
LOC118432436,SRPRB,SRPRB,SRPRB
LOC118432434,DPH2,DPH2,DPH2
LOC118432242,Hypp7096,Hypp7096,Hypp7096
LOC118423546,TRIM3,TRIM3_LOC118423546,TRIM3.11
LOC118431727,AIG1,AIG1,AIG1
LOC118431726,KIF2A,KIF2A,KIF2A
LOC118432226,CYP4F2,CYP4F2_LOC118432226,CYP4F2.3
LOC118432003,ANK1,ANK1,ANK1
LOC118431264,TTC3,TTC3,TTC3
LOC118431265,FANCC,FANCC,FANCC
LOC118431325,SYDE1,SYDE1,SYDE1
LOC118432364,BTBD3,BTBD3_LOC118432364,BTBD3.1
LOC118431315,PTCH1,Ptch,PTCH1
LOC118432403,TREH,TREH,TREH
LOC118432400,TOPORS,TOPORS,TOPORS
LOC118432399,FABP7,FABP7,FABP7
LOC118432441,EFCAB9_MKNK1,EFCAB9_MKNK1,EFCAB9_MKNK1
LOC118432442,GCDH,GCDH,GCDH
LOC118432550,Hypp7101,Hypp7101,Hypp7101
LOC118432549,SKP2,SKP2,SKP2
LOC118432547,NUP155,NUP155,NUP155
LOC118432405,Hypp7102,Hypp7102,Hypp7102
LOC118432383,Hypp7104,Hypp7104,Hypp7104
LOC118432381,FABP2,FABP2_LOC118432381,FABP2.1
LOC118431873,CASP2,CASP2_LOC118431873,CASP2.2
LOC118431872,DCAF15,DCAF15,DCAF15
LOC118432536,SNX30,SNX30,SNX30
LOC118432537,INIP,INIP,INIP
LOC118432534,STK11,STK11,STK11
LOC118432221,GRIK3,GRIK3,GRIK3
LOC118432471,GRIA1,GRIA1_LOC118432471,GRIA1.2
LOC118431694,TMEM59,TMEM59,TMEM59
LOC118432527,HOOK3,HOOK3,HOOK3
LOC118432528,RNF170,RNF170,RNF170
LOC118432219,RNF170,RNF170_LOC118432219,RNF170.1
LOC118432526,ALG14,ALG14,ALG14
LOC118431471,FCHO1,FCHO1,FCHO1
LOC118431472,Hypp7113,Hypp7113,Hypp7113
LOC118431870,C6,C6_LOC118431870,C6.1
LOC118432079,Hypp7114,Hypp7114,Hypp7114
LOC118431718,Hypp7115,Hypp7115,Hypp7115
LOC118431921,CHRNA3,CHRNA3_LOC118431921,CHRNA3.2
LOC118432558,MUTYH,MUTYH,MUTYH
LOC118432559,TOE1,TOE1,TOE1
LOC118432560,BTF3,Btf3,BTF3
LOC118432557,NASP,NASP,NASP
LOC118431884,C19orf60,C19orf60,C19orf60
LOC118431883,CLIP3,CLIP3,CLIP3
LOC118431473,MUSK,MUSK,MUSK
LOC118431474,PIGW,PIGW,PIGW
LOC118432515,METTL21A,METTL21A_LOC118432515,METTL21A.2
LOC118432413,DAND5,Cerberus,DAND5
LOC118431804,SRR,SRR_LOC118431804,SRR.1
LOC118432506,NFIX,NFIX,NFIX
LOC118432088,ZDHHC21,ZDHHC21,ZDHHC21
LOC118432422,BMP7,BMP7,BMP7
LOC118432467,IFI44L,IFI44L,IFI44L
LOC118431475,Hypp7125,Hypp7125,Hypp7125
LOC118408942,ASNSD1,ASNSD1,ASNSD1
LOC118432070,MSTN,MSTN,MSTN
LOC118432252,Hypp7127,Hypp7127,Hypp7127
LOC118432255,ZNF93_ZBTB14,ZNF93_ZBTB14,ZNF93_ZBTB14
LOC118432256,LRRC70,LRRC70_LOC118432256,LRRC70.2
LOC118432257,OLFM1,OLFM1,OLFM1
LOC118432258,SPICE1,SPICE1,SPICE1
LOC118432449,POLE4,POLE4,POLE4
LOC118432293,MCOLN3,MCOLN3,MCOLN3
LOC118431479,KIAA0368,KIAA0368,KIAA0368
LOC118431786,C19orf44,C19orf44,C19orf44
LOC118431787,CALR,CALR,CALR
LOC118431480,FAF1,FAF1,FAF1
LOC118431772,CDKN2C,CDKN2C,CDKN2C
LOC118431768,MTAP,MTAP,MTAP
LOC118431771,CAPSL,CAPSL,CAPSL
LOC118431769,CAPSL,CAPSL_LOC118431769,CAPSL.1
LOC118431770,CAPSL,CAPSL_LOC118431770,CAPSL.2
LOC118431763,PRKCSH,PRKCSH_LOC118431763,PRKCSH.1
LOC118421298,IFI44L,IFI44L_LOC118421298,IFI44L.1
LOC118432524,PTGER4,PTGER4,PTGER4
LOC118431987,PTGER4,PTGER4_LOC118431987,PTGER4.1
LOC118431732,PLAA,PLAA,PLAA
LOC118431733,ZSCAN20,ZSCAN20,ZSCAN20
LOC118432584,EPHX4_GIPC1,EPHX4_GIPC1,EPHX4_GIPC1
LOC118432581,P4HTM,P4HTM,P4HTM
LOC118432585,SLC39A1,SLC39A1_LOC118432585,SLC39A1.1
LOC118431879,TTC26,TTC26,TTC26
LOC118431947,CNPY4_ERI3,CNPY4_ERI3,CNPY4_ERI3
LOC118431809,ZFYVE9,ZFYVE9,ZFYVE9
LOC118431934,CCDC17,CCDC17,CCDC17
LOC118431774,DOCK6,DOCK6,DOCK6
LOC118431789,ATG4D,ATG4D,ATG4D
LOC118431481,LRP1,LRP1,LRP1
LOC118432577,Hypp7135,Hypp7135,Hypp7135
LOC118431482,Hypp7136,Hypp7136,Hypp7136
LOC118431937,Hypp7137,Hypp7137,Hypp7137
LOC118432478,Hypp7139,Hypp7139,Hypp7139
LOC118431962,DCT,DCT,DCT
LOC118431963,DCT,DCT_LOC118431963,DCT.1
LOC118431483,OSMR,OSMR,OSMR
LOC118432370,SDK1_PTPRF,SDK1_PTPRF,SDK1_PTPRF
LOC118431833,ADGRL2,ADGRL2_LOC118431833,ADGRL2.1
LOC118432427,AKR1A1,AKR1A1_LOC118432427,AKR1A1.2
LOC118432423,CARM1,CARM1,CARM1
LOC118432426,RPF1,RPF1,RPF1
LOC118431997,B3GALT1,B3GALT1_LOC118431997,B3GALT1.1
LOC118432090,DBF4B,DBF4B,DBF4B
LOC118432473,TESK2,TESK2,TESK2
LOC118432475,EPHX4,EPHX4_LOC118432475,EPHX4.1
LOC118431891,MMACHC,MMACHC,MMACHC
LOC118431484,Hypp7143,Hypp7143,Hypp7143
LOC118431300,EDEM3,EDEM3,EDEM3
LOC118431301,SDHAF3,SDHAF3,SDHAF3
LOC118431893,DYNC1I2,DYNC1I2,DYNC1I2
LOC118431894,Hypp7145,Hypp7145,Hypp7145
LOC118432529,HMCN2,HMCN2_LOC118432529,HMCN2.9
LOC118432000,Hypp7146,Hypp7146,Hypp7146
LOC118432001,GAL3ST1,GAL3ST1_LOC118432001,GAL3ST1.4
LOC118432429,MAST2,MAST2,MAST2
LOC118432431,SETD9,SETD9,SETD9
LOC118431942,PPWD1,PPWD1,PPWD1
LOC118431943,FIBCD1,FIBCD1_LOC118431943,FIBCD1.2
LOC118432386,TCTEX1D1,TCTEX1D1_LOC118432386,TCTEX1D1.2
LOC118432120,TCTEX1D1,TCTEX1D1_LOC118432120,TCTEX1D1.3
LOC118431736,DNAJC14,DNAJC14,DNAJC14
LOC118432573,FBXL12,FBXL12,FBXL12
LOC118432571,PIK3R1,PIK3R1,PIK3R1
LOC118431900,ITLN2_ITLN1,ITLN2_ITLN1,ITLN2_ITLN1
LOC118432367,RPL37,RPL37,RPL37
LOC118432379,FBXO4,FBXO4,FBXO4
LOC118431889,IFT74,IFT74,IFT74
LOC118431730,NAPG,NAPG,NAPG
LOC118431731,TSEN34,TSEN34,TSEN34
LOC118431728,PRKAA2,PRKAA2,PRKAA2
LOC118431492,ARMC7,ARMC7,ARMC7
LOC118431493,PLCXD3,PLCXD3,PLCXD3
LOC118432647,PHF24,PHF24_LOC118432647,PHF24.1
LOC118432520,PHF24,PHF24_LOC118432520,PHF24.2
LOC118432513,TRIM3,TRIM3_LOC118432513,TRIM3.12
LOC118432568,UBE3C,UBE3C,UBE3C
LOC118431494,FKBP9,FKBP9,FKBP9
LOC118420670,THOC1_UNC5CL,THOC1_UNC5CL,THOC1_UNC5CL
LOC118431688,SNRPA1,SNRPA1,SNRPA1
LOC118431685,MAATS1,MAATS1,MAATS1
LOC118431686,ELOVL4,ELOVL4,ELOVL4
LOC118432216,NDUFB7,NDUFB7,NDUFB7
LOC118431860,DPYD,DPYD_LOC118431860,DPYD.1
LOC118431882,AK4,AK4,AK4
LOC118431499,PUM3,PUM3,PUM3
LOC118431973,NLRP3,NLRP3_LOC118431973,NLRP3.1
LOC118431500,RAD23B,RAD23B,RAD23B
LOC118431976,SLFNL1,SLFNL1,SLFNL1
LOC118431980,NDUFA11,NDUFA11,NDUFA11
LOC118431978,SARAF,SARAF,SARAF
LOC118431979,TMPRSS9,TMPRSS9_LOC118431979,TMPRSS9.1
LOC118431461,RNF220,RNF220,RNF220
LOC118432007,Hypp7150,Hypp7150,Hypp7150
LOC118431798,SLC1A3,SLC1A3,SLC1A3
LOC118432298,PTPRA,PTPRA_LOC118432298,PTPRA.3
LOC118431399,TRIM2_CMAS,TRIM2_CMAS,TRIM2_CMAS
LOC118431391,ST6GALNAC1_PTPRA,ST6GALNAC1_PTPRA,ST6GALNAC1_PTPRA
LOC118431406,FAM126A,FAM126A,FAM126A
LOC118431374,GLIS1,GLIS1,GLIS1
LOC118431382,RFX1,RFX1,RFX1
LOC118431376,TTLL7,TTLL7,TTLL7
LOC118431404,FYB,FYB,FYB
LOC118432303,LRRC42,LRRC42,LRRC42
LOC118431408,PYROXD1,PYROXD1,PYROXD1
LOC118431421,CCDC130,CCDC130,CCDC130
LOC118431363,AGL,AGL,AGL
LOC118431367,AP3D1,AP3D1,AP3D1
LOC118431396,QRFPR,QRFPR_LOC118431396,QRFPR.1
LOC118431438,Hypp7154,Hypp7154,Hypp7154
LOC118431361,SPEF2_EBNA1BP2,SPEF2_EBNA1BP2,SPEF2_EBNA1BP2
LOC118431378,FAM120B,FAM120B,FAM120B
LOC118431445,FAM183A,FAM183A,FAM183A
LOC118431413,FZR1,FZR1,FZR1
LOC118432307,Hypp7155,Hypp7155,Hypp7155
LOC118431385,GPR152,GPR152_LOC118431385,GPR152.1
LOC118431411,PAIP1,PAIP1,PAIP1
LOC118431419,BRIX1,BRIX1,BRIX1
LOC118409046,Hypp7157,Hypp7157,Hypp7157
LOC118409045,SELENOP,SELENOP,SELENOP
LOC118409041,PLGRKT,PLGRKT,PLGRKT
LOC118409040,Hypp7160,Hypp7160,Hypp7160
LOC118409044,TTC22,TTC22,TTC22
LOC118432477,CAPRIN2,CAPRIN2,CAPRIN2
LOC118431542,SLC15A4,SLC15A4_LOC118431542,SLC15A4.2
LOC118431810,DNAJB4,DNAJB4,DNAJB4
LOC118431811,UROD,UROD,UROD
LOC118431983,SLC35D1,SLC35D1,SLC35D1
LOC118404823,TRIM3,TRIM3_LOC118404823,TRIM3.13
LOC118432077,Hypp7166,Hypp7166,Hypp7166
LOC118431680,KDM4C,KDM4C,KDM4C
LOC118431546,PTGIR,PTGIR,PTGIR
LOC118432099,PTPRF,PTPRF,PTPRF
LOC118431991,CYP1A1,CYP1A1,CYP1A1
LOC118432253,CYP1A1,CYP1A1_LOC118432253,CYP1A1.1
LOC118432411,Hypp7170,Hypp7170,Hypp7170
LOC118432409,CRADD,CRADD,CRADD
LOC118431805,RNF11,RNF11,RNF11
LOC118431790,STIL,STIL,STIL
LOC118431791,CMPK1,CMPK1,CMPK1
LOC118431950,Hypp7172,Hypp7172,Hypp7172
LOC118431550,FRK,FRK,FRK
LOC118431898,PIF1,PIF1_LOC118431898,PIF1.1
LOC118419738,TRIM2,TRIM2_LOC118419738,TRIM2.7
LOC118431823,DNAJC25,DNAJC25,DNAJC25
LOC118431822,SMC2,SMC2,SMC2
LOC118431910,Hypp7173,Hypp7173,Hypp7173
LOC118432497,Hypp7175,Hypp7175,Hypp7175
LOC118431968,Hypp7176,Hypp7176,Hypp7176
LOC118431555,Hypp7177,Hypp7177,Hypp7177
LOC118432587,Hypp7178,Hypp7178,Hypp7178
LOC118431556,Hypp7182,Hypp7182,Hypp7182
LOC118431862,Hypp7183,Hypp7183,Hypp7183
LOC118431557,DMD,DMD,DMD
LOC118432005,KEAP1,KEAP1,KEAP1
LOC118431998,RET,RET_LOC118431998,RET.2
LOC118432488,DIRAS2,DIRAS2,DIRAS2
LOC118431333,NPC1,NPC1,NPC1
LOC118431340,ASCL4,ASCL4,ASCL4
LOC118431564,STRA6,STRA6,STRA6
LOC118431338,PRKACA,PRKACA,PRKACA
LOC118431347,ALG2,ALG2,ALG2
LOC118431336,WDR70,WDR70,WDR70
LOC118431990,Hypp7194,Hypp7194,Hypp7194
LOC118432062,Hypp7197,Hypp7197,Hypp7197
LOC118431256,Hypp7201,Hypp7201,Hypp7201
LOC118431588,GPR139,GPR139,GPR139
LOC118432164,CYP4F2_CYP4F22,CYP4F2_CYP4F22,CYP4F2_CYP4F22
LOC118432460,PTCHD3,PTCHD3_LOC118432460,PTCHD3.2
LOC118432595,TEP1,TEP1_LOC118432595,TEP1.1
LOC118432135,TERT,TERT,TERT
LOC118432531,UGCG,UGCG,UGCG
LOC118432532,Hypp7203,Hypp7203,Hypp7203
LOC118431537,TMLHE,TMLHE,TMLHE
LOC118432319,CYP2U1,CYP2U1_LOC118432319,CYP2U1.4
LOC118431372,RAVER1,RAVER1,RAVER1
LOC118409047,Hypp7204,Hypp7204,Hypp7204
LOC118431460,CNN3,CNN3,CNN3
LOC118431459,CACHD1,CACHD1,CACHD1
LOC118432494,FDX1,FDX1_LOC118432494,FDX1.1
LOC118432385,UBE2U,UBE2U,UBE2U
LOC118432084,ZGLP1,ZGLP1,ZGLP1
LOC118415584,LRRTM2,LRRTM2,LRRTM2
LOC118431681,SLC44A1,SLC44A1,SLC44A1
LOC118432365,TRPM8,TRPM8,TRPM8
LOC118431904,DOHH,Dohh,DOHH
LOC118404214,FAXDC2,FAXDC2,FAXDC2
LOC118431704,MYO7A,MYO7A_LOC118431704,MYO7A.1
LOC118431703,MSH5,MSH5,MSH5
LOC118431712,JUN,JUN,JUN
LOC118431706,CES2,CES2_LOC118431706,CES2.1
LOC118431538,NOTCH1,NOTCH1_LOC118431538,NOTCH1.2
LOC118431965,PLA2G16,PLA2G16,PLA2G16
LOC118431597,Hypp7206,Hypp7206,Hypp7206
LOC118432462,TM2D1,TM2D1,TM2D1
LOC118431598,MPDZ,MPDZ,MPDZ
LOC118431892,EGFLAM,EGFLAM,EGFLAM
LOC118431905,CFC1,CFC1,CFC1
LOC118431906,DBT,DBT,DBT
LOC118431907,RTCA,RTCA,RTCA
LOC118431915,OSBPL9,OSBPL9,OSBPL9
LOC118418422,KLC4,KLC4,KLC4
LOC118431601,SLC4A11,SLC4A11,SLC4A11
LOC118432470,SDHC,SDHC,SDHC
LOC118431819,SERBP1,SERBP1,SERBP1
LOC118431830,EIF2B2,EIF2B2,EIF2B2
LOC118431603,PARS2,PARS2,PARS2
LOC118421303,SLC27A2,SLC27A2,SLC27A2
LOC118431831,Hypp7209,Hypp7209,Hypp7209
LOC118431616,ERCC6L2,ERCC6L2,ERCC6L2
LOC118431995,CTH,CTH,CTH
LOC118431801,VCP,VCP,VCP
LOC118432282,ANKRD13C,ANKRD13C,ANKRD13C
LOC118432277,SLIT3,SLIT3,SLIT3
LOC118432280,IGFALS,IGFALS_LOC118432280,IGFALS.3
LOC118431750,UHRF1,UHRF1,UHRF1
LOC118431751,DHCR24,DHCR24_LOC118431751,DHCR24.1
LOC118432105,Hypp7215,Hypp7215,Hypp7215
LOC118431285,BABAM1,BABAM1,BABAM1
LOC118431626,TMEM259,TMEM259,TMEM259
LOC118431288,IL6ST,IL6ST,IL6ST
LOC118431284,PRLR,PRLR,PRLR
LOC118431280,NADK2,NADK2,NADK2
LOC118431630,SKIV2L2,SKIV2L2,SKIV2L2
LOC118431283,SLC30A7,SLC30A7,SLC30A7
LOC118431291,UQCRH,UQCRH,UQCRH
LOC118431268,Hypp7216,Hypp7216,Hypp7216
LOC118431278,HSDL2,HSDL2,HSDL2
LOC118431289,TCEANC2,TCEANC2,TCEANC2
LOC118431271,NEK8,NEK8,NEK8
LOC118431812,TRIM3,TRIM3_LOC118431812,TRIM3.14
